date,close_aapl,high_aapl,low_aapl,open_aapl,volume_aapl
2024-04-04,-1.6963963467720935,-1.661301896702048,-1.6602377364573482,-1.6581858336790922,-0.021249461268052303
2024-04-05,-1.6854166207572985,-1.7086870852215736,-1.6550561227482963,-1.6857637723168397,-0.6653479725836435
2024-04-08,-1.6963963467720935,-1.7086870852215736,-1.6759035709245287,-1.6948645524749524,-0.921329746253749
2024-04-09,-1.6818877666340588,-1.7086870852215736,-1.6759035709245287,-1.6948645524749524,-0.643452648399925
2024-04-10,-1.6963963467720935,-1.7086870852215736,-1.6759035709245287,-1.6948645524749524,-0.24214342502152195
2024-04-11,-1.4713143681394045,-1.5229569926781656,-1.6759035709245287,-1.6948645524749524,2.044756836500657
2024-04-12,-1.4121023601549954,-1.4096239324704665,-1.4453849618317962,-1.501778646502253,2.506561015988324
2024-04-15,-1.5634643518328932,-1.4772328329597386,-1.5135481329954497,-1.4584413063057426,1.0750317274194758
2024-04-16,-1.6932588527909713,-1.5893937515357772,-1.6759035709245287,-1.600665229979188,1.0849509727693727
2024-04-17,-1.6963963467720935,-1.7086870852215736,-1.6759035709245287,-1.684975435324312,-0.17624181670189026
2024-04-18,-1.6963963467720935,-1.7086870852215736,-1.6759035709245287,-1.6948645524749524,-0.6063135341216327
2024-04-19,-1.6963963467720935,-1.7086870852215736,-1.6759035709245287,-1.6948645524749524,0.756570872114012
2024-04-22,-1.6963963467720935,-1.7086870852215736,-1.6759035709245287,-1.6948645524749524,-0.33021681363830296
2024-04-23,-1.6963963467720935,-1.7086870852215736,-1.6759035709245287,-1.6948645524749524,-0.251625869712198
2024-04-24,-1.6963963467720935,-1.7086870852215736,-1.6759035709245287,-1.6948645524749524,-0.32273038208659716
2024-04-25,-1.673260409645539,-1.7086870852215736,-1.6759035709245287,-1.6881272255452437,-0.19520117696097383
2024-04-26,-1.6963963467720935,-1.6839687176012972,-1.645888318139671,-1.6743383653984516,-0.5114614416035287
2024-04-29,-1.531702260053125,-1.5006816486067458,-1.4896313726199966,-1.5368424498751925,0.7785380748872225
2024-04-30,-1.6560074991714584,-1.5413252546676106,-1.6132021491380346,-1.5384182979010244,0.6549843086727339
2024-05-01,-1.6963963467720935,-1.630428121061145,-1.6486782993707316,-1.6861576731580334,-0.2048881991755887
2024-05-02,-1.5501316556241698,-1.602680850379812,-1.5777245675289597,-1.570723397131776,2.2186256153595494
2024-05-03,-1.1442779625600898,-1.071969258454701,-1.108556540871566,-1.0136464568492205,2.506561015988324
2024-05-06,-1.2097631550037844,-1.181394192822205,-1.197845888451048,-1.1830539364505608,1.353583378190071
2024-05-07,-1.182707003611873,-1.154038305010193,-1.1619705645614882,-1.1397175708422367,1.283700801837036
2024-05-08,-1.1693737062354963,-1.2255545342586875,-1.156788558331254,-1.1633551476692876,-0.499369251202066
2024-05-09,-1.0976135258295574,-1.1634164104331044,-1.1304795111854744,-1.174780322226759,-0.28230144005847846
2024-05-10,-1.1474821861506974,-1.1368016663071132,-1.1198356487396601,-1.072710962237934,-0.18407658295651885
2024-05-13,-1.0206520428896713,-1.0581424321156714,-1.0204458997289176,-1.0514065918771895,0.992813679285159
2024-05-14,-0.9754965369682242,-1.0111827547378482,-0.9537874862151419,-0.9697442241288378,-0.09372519596506815
2024-05-15,-0.8855768852674474,-0.9192197044769598,-0.9106788916568275,-0.9539637459279419,0.9018706762109664
2024-05-16,-0.8808649332030604,-0.901608972915737,-0.8192719377176645,-0.8529697674667681,-0.06875567979999922
2024-05-17,-0.8796866446031371,-0.9129576525960279,-0.838431441308622,-0.8908423808592166,-0.7080493838641633
2024-05-20,-0.8337460137268431,-0.8695202080652662,-0.8452177005265527,-0.8979439202888172,-0.5378408839470946
2024-05-21,-0.7823065023283563,-0.8378218699516041,-0.7689786745569189,-0.8285105061184285,-0.6512929437768221
2024-05-22,-0.839242489578424,-0.8342989884063784,-0.7949230600867189,-0.7819579106540303,-1.0748734716532096
2024-05-23,-0.9970922825677362,-0.9055224225577173,-0.9402156043931258,-0.8328499772180582,-0.17045282568664955
2024-05-24,-0.8753678561838265,-0.921958689709722,-0.8839355609969829,-0.9180633925877036,-0.983858589989525
2024-05-28,-0.87497469253875,-0.8272557172365298,-0.8416245410992017,-0.811941314915023,-0.10000074973994708
2024-05-29,-0.8631954135454355,-0.856605885865333,-0.8252597537718485,-0.8868975498408639,-0.05643679538552322
2024-05-30,-0.8239289459529927,-0.8593451985650721,-0.780553705144391,-0.8415291362532185,-0.22895093928860466
2024-05-31,-0.7862333294378965,-0.8440827387159937,-0.8092930433065717,-0.814702481639883,1.1649629011185119
2024-06-03,-0.716339774594591,-0.7493800357440434,-0.7051138169891635,-0.7571049031407099,-0.2216193231604201
2024-06-04,-0.7037741683111236,-0.7364657790640302,-0.6847570001696831,-0.6884602656528499,-0.3658796522708748
2024-06-05,-0.644090243719092,-0.6746356669248603,-0.6113128974995142,-0.6584781256636375,0.0037642878751655527
2024-06-06,-0.6986708561046192,-0.6902894922573599,-0.639254291843301,-0.6470377679740905,-0.7136393264777339
2024-06-07,-0.6040386511718023,-0.6730700461503545,-0.6404510646621466,-0.6880662240108073,-0.054451840491090156
2024-06-10,-0.7520725787225702,-0.6589823543380591,-0.7198834177219176,-0.5993024551096109,2.3871090291288097
2024-06-11,-0.201168553169671,-0.2731266608059971,-0.6608081238119549,-0.7275173426341174,2.506561015988324
2024-06-12,0.031288550230292804,0.23717409213616875,-0.13112948024422702,-0.18625237127660674,2.506561015988324
2024-06-13,0.07722918110658673,0.10216313224607898,0.05647298069675592,0.10449922931097311,2.4203169374741162
2024-06-14,0.0085133136955515,0.04033212533971468,0.04449811865693937,0.06938800239785156,0.8865384201600948
2024-06-17,0.17264590982659742,0.1882568464810474,0.10117836671135055,0.0504515854860019,2.191720906400465
2024-06-18,0.07919199349370382,0.17573417181515738,0.11235436438326006,0.21693342889307551,1.4295314016717775
2024-06-20,-0.10182499734012011,0.003938394167206473,-0.05329455499308351,0.07254361115868335,1.7739514860283927
2024-06-21,-0.1878166195960507,-0.08802466469371967,-0.12274691543216563,-0.06711094213482889,2.506561015988324
2024-06-24,-0.16229464805465155,-0.05632747661247686,-0.14350392379271093,-0.17244511712111774,1.4728631328909196
2024-06-25,-0.1257767189718256,-0.10798320762739538,-0.06287442783432931,-0.11603076750922905,0.14514947340594006
2024-06-26,0.038355877159220314,0.028201361074348376,0.018154275499537117,-0.023320947710233044,0.6703773850685603
2024-06-27,0.07173270525500591,0.0626393388965261,0.0864103430983483,0.10252733964036315,-0.23863796150321953
2024-06-28,-0.06491450577987076,0.07555287595426524,0.004582955415157016,0.14513362845489888,1.5732554059221766
2024-07-01,0.17578701081363776,0.13190433432084903,0.06924561469048073,-4.5559487194050865e-05,0.34911879389517675
2024-07-02,0.31400387059055507,0.24421754641238505,0.1961769306432794,0.16012414197199856,0.2188139693907083
2024-07-03,0.3642644922214656,0.2900035929618747,0.3530443872343476,0.31200968153334074,-0.924409467357368
2024-07-05,0.5523494111518701,0.4817575165484657,0.45762301057674565,0.37710345449287935,0.34964406051069524
2024-07-08,0.610463687001861,0.5365446284453239,0.521487929191304,0.5917154572003382,0.2763002536175067
2024-07-09,0.644231875239764,0.5972008535699695,0.6460238408221917,0.6248537973374984,-0.33244504991255514
2024-07-10,0.8130764234351969,0.7412121928678077,0.7609805338569336,0.6789016802610175,0.4721307061273409
2024-07-11,0.6006472203956635,0.7142102516893997,0.6220751309126548,0.7613537860181249,0.5872967938603394
2024-07-12,0.7172671322377628,0.723993600749531,0.7382286465947476,0.6639104253765562,-0.057625556673275624
2024-07-15,0.8688347232529944,0.9036161631667023,0.9142561921624348,0.9621580639422331,0.4723297545290111
2024-07-16,0.885327156646002,0.8660485168792789,0.8839207832385381,0.9037712738277236,-0.6001540919143947
2024-07-17,0.6520855294588443,0.6778161824928521,0.6568011295391167,0.6848190174663605,0.18009352614359186
2024-07-18,0.4675342739929037,0.6379000483589731,0.4823709058251737,0.7175633353314784,0.6605023726968124
2024-07-19,0.47263938970236713,0.49545468153842814,0.5226856289436076,0.5021630187405904,-0.27298486903586083
2024-07-22,0.4588966971542825,0.5338053889678167,0.5151016969067772,0.5885597163310016,-0.32549494322090505
2024-07-23,0.5001253759661894,0.5009331367364979,0.49873590586062383,0.48440950659121496,-0.7811775549888759
2024-07-24,0.24607252696671364,0.4171867881458134,0.27720478823498385,0.46981211344497803,0.4251276377218381
2024-07-25,0.20484444932245977,0.26261074676936524,0.17701750481340087,0.26979755423263213,-0.14914911758567287
2024-07-26,0.22329909393493141,0.20938874743988867,0.23249947192813214,0.26072355546773474,-0.6904446585608907
2024-07-29,0.23429384914105214,0.20195357999789393,0.2221219542004283,0.19207995495381922,-0.9829075809593231
2024-07-30,0.25628335955329357,0.24226153728081515,0.23689104268543984,0.280055476758049,-0.6880947815967289
2024-07-31,0.3850757140337838,0.3788368746575348,0.4169095765386894,0.36881903610621947,-0.2240631952031483
2024-08-01,0.23900520003778614,0.4046641015877391,0.27281435898854367,0.4844089911801983,0.46512530821300474
2024-08-02,0.2979052020102769,0.44849475092442126,0.3003569037225764,0.278476924224524,2.506561015988324
2024-08-05,-0.11792306475274522,-0.025019955725144927,-0.5662078816816172,-0.512904484635363,2.506561015988324
2024-08-06,-0.19802685101497763,-0.1623786198034728,-0.36383668325945695,-0.26791566945733575,0.8609828170345526
2024-08-07,-0.09632731915323324,-0.01954206842348236,-0.15148701148125432,-0.20479511997787522,0.5212680157285295
2024-08-08,0.0407112520237608,0.0023726481210153264,-0.054093108417540774,0.04019425234833015,-0.3830365186703896
2024-08-09,0.15576211629147246,0.10333771808999764,0.07124213461599758,0.00034995129703594845,-0.65725333758239
2024-08-12,0.21630150245375446,0.2201144247513088,0.2260960840925482,0.16683552062917734,-0.8880112554630702
2024-08-13,0.3633272718504042,0.31336016569162156,0.3623650474416984,0.28295456810585634,-0.5492308758204432
2024-08-14,0.3810172312082318,0.35802375888514787,0.3899385489451921,0.34456930682450887,-0.6705785222497541
2024-08-15,0.49895189670749035,0.4489185697365822,0.5122209926501962,0.5037395797399293,-0.42434459113921824
2024-08-16,0.5512366498261262,0.5069031806254367,0.547787098290075,0.47688196792350857,-0.5390075287457726
2024-08-19,0.5449460315049033,0.4739925694627694,0.5234098396192896,0.5479749772569195,-0.7409531904846959
2024-08-20,0.5693197728290302,0.5202239287797462,0.6197183356717507,0.5499506591565811,-1.1751880605165925
2024-08-21,0.5649955739008424,0.5519587120138825,0.6037340168914308,0.5795730570350316,-1.068404398598929
2024-08-22,0.49148238861869104,0.5660623955474406,0.5577770518843194,0.6297323548542265,-0.5746648382560758
2024-08-23,0.5822923696135935,0.5613614168703842,0.5749611618856607,0.5456057272698446,-0.8521161936952165
2024-08-26,0.5956581300432334,0.5245332692292531,0.5573778925094603,0.5890513574082468,-1.1751880605165925
2024-08-27,0.6290734328688123,0.5860443716922756,0.5973397553318756,0.5590345155942142,-1.003763430156542
2024-08-28,0.5685334455388774,0.6256142939446154,0.6289088135678584,0.6348671332160056,-0.8866787369963338
2024-08-29,0.698261818055123,0.7455016988526733,0.7567871895666971,0.7209701513435611,-0.12066860878003292
2024-08-30,0.6672054971000025,0.6467706950979675,0.7008400734505256,0.7245242605369225,-0.06070527777689462
2024-09-03,0.4222946046000335,0.5919209327866846,0.4486823119002556,0.6597504300063323,-0.21553175954267412
2024-09-04,0.3468162022601529,0.3090502125259003,0.3012234838594147,0.38762010377102196,-0.5666531400888516
2024-09-05,0.4069630259450115,0.4540115352819822,0.4626690593819711,0.3864353801533891,-0.9661211657518055
2024-09-06,0.34563671132492363,0.44460870630625826,0.39273583724518546,0.47806638378563754,-0.3132645247627269
2024-09-09,0.34917518413061155,0.28906965367204707,0.2704538241108403,0.35444366174052605,0.7238329391615378
2024-09-10,0.3177250983627617,0.2972961693879915,0.2712519353235137,0.27939946851631137,-0.1381019312929785
2024-09-11,0.41797040567184574,0.36037455871716184,0.3176082086844294,0.37972124432210186,-0.5253561258645602
2024-09-12,0.4222946046000335,0.3783969391893472,0.394734433423354,0.4207971272800954,-0.9173100743644653
2024-09-13,0.4116797873506227,0.39759361921524683,0.47825363812951804,0.4634527835366539,-0.9577611328816584
2024-09-16,0.1687347130760358,0.13039529672263941,0.15896008864888247,0.18539818494135832,0.2913118205767986
2024-09-17,0.18721039855636323,0.11785759910533357,0.18213770844199126,0.15419608380028219,-0.47381364807652376
2024-09-18,0.34052618510658295,0.34548673050414197,0.30362106917204207,0.2252898883844678,0.3210308527706085
2024-09-19,0.6620949708816619,0.6240477288477014,0.5869498778089478,0.5191433106877494,0.7017883286765666
2024-09-20,0.6357560124998057,0.7521615046967421,0.7064345978150081,0.7158349221912058,2.506561015988324
2024-09-23,0.5677471182487245,0.6095509426413466,0.634104098287084,0.6119592268019868,0.003167142670155047
2024-09-24,0.6031276381320326,0.6056337474471998,0.6309074130844293,0.6636997256772476,-0.582361376453989
2024-09-25,0.5638160829656131,0.524925096580025,0.5625733602113657,0.51677314066832,-0.6513316476327025
2024-09-26,0.6090244916405262,0.5723313351973268,0.6181197494668816,0.6103797077628298,-0.9649434627085904
2024-09-27,0.6196381065546309,0.6122937264434362,0.6936471781336213,0.6561955814757764,-1.109292257775343
2024-09-30,0.8244517177656806,0.7486354577976636,0.7875566162614067,0.7185992525352135,0.02505693773160498
2024-10-01,0.5575260658120432,0.6173863152844447,0.5513835236224351,0.6980614189515949,0.5084736267989526
2024-10-02,0.579933387743135,0.528058871012901,0.5226111009259987,0.5546893469644713,-1.1726228242400683
2024-10-03,0.5362976336485277,0.5061190229491315,0.5345998688798648,0.5250672008560722,-1.1082859575224548
2024-10-04,0.5807203162009409,0.5527421942324309,0.5669690989136678,0.6340774102567833,-0.9313042828263319
2024-10-07,0.3798383414406555,0.4622397565739559,0.45507666982332057,0.4997902612338627,-0.8063295321888091
2024-10-08,0.540229270099292,0.4736008371872877,0.5318024975042088,0.49189061207359497,-1.1751880605165925
2024-10-09,0.6884339292635181,0.6213051859659416,0.5949423434266454,0.528622312026838,-1.1333384105215532
2024-10-10,0.6687775505126553,0.6115099258494383,0.6884519080018612,0.6293376627468885,-1.1751880605165925
2024-10-11,0.6102039825757555,0.607984319608387,0.6952456572005308,0.6893726864628015,-1.1751880605165925
2024-10-14,0.7576223144498286,0.6988784966672333,0.7455975607924281,0.6656744301208964,-0.7855013286029333
2024-10-15,0.8578670205912596,0.9245483951313076,0.8962525855149607,0.85960186327088,0.5895526757459346
2024-10-16,0.7764917647428856,0.7141582285364557,0.7951496802697321,0.7802143800925906,-1.1061848910603809
2024-10-17,0.7910370161077547,0.7819380225120969,0.8223240790563504,0.8524924008182613,-1.1663638578319953
2024-10-18,0.9030754292661727,0.873224055839478,0.9617899955160782,0.9611075881268425,-0.42337699474221047
2024-10-21,0.9612564347256491,0.8994743353528624,0.9793732245576179,0.8927789949078002,-0.9860757680192399
2024-10-22,0.9368832945691751,0.8747914024091844,0.9054443760712378,0.8706609733749104,-0.84275538969445
2024-10-23,0.7363938822863132,0.8324782996210434,0.7120294713500442,0.8781653885528423,-0.09961924030341258
2024-10-24,0.7289249753651669,0.6632262646303616,0.7380047100439129,0.716229727371669,-1.1751880605165925
2024-10-25,0.7619465133780164,0.7572549258656393,0.7843603190421973,0.7067509150454927,-0.8452047908594468
2024-10-28,0.8401764600657791,0.8164148435700819,0.9034461439317207,0.8481483156091278,-0.9953315186969028
2024-10-29,0.8507906761475368,0.8007435036353209,0.8942550467707561,0.8394589759516773,-1.0323711087743601
2024-10-30,0.7104486887171865,0.7670498907554425,0.7835611970349537,0.8201056506407671,-0.3880237869566811
2024-10-31,0.5457329599627091,0.6244392995539058,0.6165211161676909,0.6909522594115205,0.5684701325357026
2024-11-01,0.4277982944634506,0.4489188742527496,0.41271714936288967,0.3603677820718807,0.6185971550229734
2024-11-04,0.3924171734124894,0.34862048823651687,0.3903383961008985,0.3611575609704082,-0.5055950428765273
2024-11-05,0.4490261254593131,0.39406811316010393,0.44748342877705777,0.3931496908706337,-1.1751880605165925
2024-11-06,0.4203287863746513,0.4771274027498907,0.44948159667134946,0.4251416361179625,0.026118529207179213
2024-11-07,0.6074518370602204,0.5480408557731541,0.5845522461392231,0.5049245557541584,-0.6607864467120355
2024-11-08,0.5968261987930553,0.5884562849741615,0.6680356580035207,0.6151163594365026,-0.8713851848013425
2024-11-11,0.48938731934790913,0.47235967854610783,0.4716081851112694,0.5293152685964928,-0.668090417228877
2024-11-12,0.48938731934790913,0.46804525210763626,0.5460186783386067,0.5115224577607582,-0.7569599994523386
2024-11-13,0.5244131503159343,0.5096203426276731,0.5220150921337265,0.4901706368858291,-0.30534682167406907
2024-11-14,0.6464135126525811,0.5966929514239202,0.6116279938147648,0.5301063425514134,-0.5067340420638622
2024-11-15,0.5196903772337929,0.5202100225968015,0.58242359412814,0.584670462401659,-0.34087143224992555
2024-11-18,0.6385424245715631,0.6308161221491174,0.6184286393045041,0.539200103241448,-0.5198878239408992
2024-11-19,0.6487742980259988,0.6472890501500297,0.6780370706146239,0.6076036978756845,-0.9884367032279389
2024-11-20,0.6771097341835413,0.6382674901518289,0.647232460654146,0.6503066984714803,-1.0460612155114528
2024-11-21,0.6582198441902817,0.6472892160770448,0.6400320129720338,0.682729934486581,-0.6624120086590085
2024-11-22,0.7113486366937605,0.6692534514421036,0.7340449733869792,0.650307070390095,-0.8802594260424709
2024-11-25,0.8294131544060719,0.7684846164845586,0.8012547018717951,0.7847428701249539,1.9940271396861071
2024-11-26,0.9156001561492346,0.8594793499685247,0.9448745338485145,0.8586819682112738,-0.4479981762043566
2024-11-27,0.9104842194220167,0.8641861654530996,0.9640774547405365,0.9037577564206848,-1.13846390686456
2024-11-29,1.004936074058927,0.9473361211586292,0.970478345071824,0.9172010044813105,-1.1751880605165925
2024-12-02,1.093877625988237,1.0642168366765676,1.0980961934975995,1.0144690941847876,-0.3290722853286995
2024-12-03,1.214303530241619,1.1414840586189674,1.1677057444939622,1.1149001882688996,-0.8419591960877693
2024-12-04,1.2284712483203901,1.1944337292067806,1.2617191603795854,1.2358919708373384,-0.5365913023143875
2024-12-05,1.2296519415909255,1.2112989291764729,1.2969244049561905,1.2801771063016154,-0.7771081209991746
2024-12-06,1.2217808535099075,1.21482911130027,1.2949237608703754,1.2374737600799008,-0.952010845722298
2024-12-09,1.375658731815703,1.3171983958715552,1.2817220893675005,1.1947709092727399,-0.5219225409357497
2024-12-10,1.4158004995109459,1.355243278334152,1.4253417940547153,1.3948420892757556,-0.9495669736795699
2024-12-11,1.3654262571936142,1.3935041933626395,1.4391241707229987,1.4246553937802429,-0.4911474463886343
2024-12-12,1.41916556550712,1.3760312115258104,1.4389439699267619,1.3948424958158079,-1.1751880605165925
2024-12-13,1.41916556550712,1.3935041933626395,1.4391241707229987,1.4246553937802429,-1.1574343253681807
2024-12-16,1.41916556550712,1.3935041933626395,1.4391241707229987,1.4246553937802429,-0.13236270237815534
2024-12-17,1.41916556550712,1.3935041933626395,1.4391241707229987,1.4246553937802429,-0.1510732521351512
2024-12-18,1.41916556550712,1.3935041933626395,1.4391241707229987,1.4246553937802429,0.14847800501164676
2024-12-19,1.41916556550712,1.3935041933626395,1.4391241707229987,1.418961655814384,0.3756254060509209
2024-12-20,1.41916556550712,1.3935041933626395,1.4391241707229987,1.4246553937802429,2.506561015988324
2024-12-23,1.41916556550712,1.3935041933626395,1.4391241707229987,1.4246553937802429,-0.7314983914053629
2024-12-24,1.41916556550712,1.3935041933626395,1.4391241707229987,1.4246553937802429,-1.1751880605165925
2024-12-26,1.41916556550712,1.3935041933626395,1.4391241707229987,1.4246553937802429,-1.1751880605165925
2024-12-27,1.41916556550712,1.3935041933626395,1.4391241707229987,1.4246553937802429,-0.6487550766555276
2024-12-30,1.41916556550712,1.3935041933626395,1.4391241707229987,1.4246553937802429,-1.024613750231492
2024-12-31,1.41916556550712,1.3935041933626395,1.4391241707229987,1.4246553937802429,-0.8076952253891572
2025-01-02,1.2615300587277272,1.3901512091920847,1.2845229405495766,1.4246553937802429,0.09134005548777113
2025-01-03,1.242245802754085,1.1971790623516279,1.2873228543876867,1.255266829165389,-0.7654859059905442
2025-01-06,1.3067877631501879,1.3207282436299823,1.3397301538385489,1.292829587751686,-0.5000051002629567
2025-01-07,1.1969880983316241,1.2509135297080605,1.2657202228932776,1.24024163244964,-0.7316532068288841
2025-01-08,1.2162711519699603,1.1787450445121679,1.2137123404156511,1.1983290486744231,-0.9100835115593845
2025-01-10,0.9860455828980144,1.0395073529939012,0.9316725075373269,1.1228077552038274,0.42143971316867135
2025-01-13,0.8896261065327629,0.8241796319530862,0.8004544919694124,0.8665901145108942,-0.24648931512465397
2025-01-14,0.8455484942131843,0.8810508104246649,0.9104695972986369,0.9148284050971071,-0.8102054468991088
2025-01-15,1.0261873505932573,0.9924415165180781,0.9888805116830679,0.9104792232203887,-0.7882714188595099
2025-01-16,0.6479873695681929,0.9551804817862518,0.7328449263019737,1.0176326677092427,0.9770169769637237
2025-01-17,0.7156776449631724,0.7308313801878569,0.7508472138108019,0.8108387048246768,0.7961704458018383
2025-01-21,0.4268129806801474,0.4221555041517287,0.3867961831203007,0.4897751532440248,2.4318009244260312
2025-01-22,0.4736451431858731,0.4103886243853492,0.40319781812016864,0.32331192785775975,0.5550011906893545
2025-01-23,0.4669553495430434,0.5245247833806994,0.5036127945480704,0.5190351100197261,0.3398243393616336
2025-01-24,0.43232268222009473,0.46961424012021113,0.46800760408969083,0.520616232095431,0.033682368470645624
2025-01-27,0.710954871881031,0.7253399611535308,0.5708215085819541,0.49056592800351967,2.2544819732715227
2025-01-28,1.041535761942564,1.0406842551630773,0.8440603765043699,0.7606235094580323,1.1953343697400183
2025-01-29,1.0848264458043366,1.0277410804908493,0.9720783677057867,0.889918478562117,-0.4756493166697042
2025-01-30,1.0151679475133628,1.064216864451725,1.1000966248549346,1.0698246658746369,0.08678405873843172
2025-01-31,0.9525942100132541,1.3152373481840192,0.9492755755365364,1.406704681335763,2.506561015988324
2025-02-03,0.6381486597588336,0.7127897951163606,0.6396317423104178,0.7266193665507606,1.049127789591011
2025-02-04,0.8266586042199247,0.7637781644908915,0.6776368248454642,0.6182798247172457,-0.49880528073066716
2025-02-05,0.8136715794116888,0.7457360031463134,0.742446505908107,0.6688909281772438,-0.7999765707021695
2025-02-06,0.8431877088397667,0.7900568637848487,0.828858188358828,0.778020680115613,-1.1751880605165925
2025-02-07,0.6231940132222565,0.7979009030427039,0.7020402118392165,0.829818178010777,-0.7951717634507424
2025-02-10,0.633831073674829,0.6740981711214464,0.7096334610329726,0.7199926581943823,-1.1596293869088212
2025-02-11,0.8296397946112611,0.8562875793066986,0.7468799189545278,0.6657630986122989,-0.020475384150446092
2025-02-12,0.9702913833829179,0.9030129821208651,0.8490059433686871,0.7874816878606165,-1.1751880605165925
